gvt,Total GVT Computations,Total All Reduce Calls,Average Reduction / GVT,total events processes,events rolled back,efficiency,total remote network events processed,percent remote events,total rollbacks,primary rollbacks,secondary roll backs,fossil collect attempts,net events processed,remote sends,remote recvs
32,253,758,3.00,129295,12106,89.669679,18939,16.161073,3090,1876,1214,253,117189,23095,23519
64,1,6,6.00,2032,50,97.477296,275,13.874874,16,11,5,1,1982,299,313
64,112,335,2.99,114688,13124,87.078099,15895,15.650230,3681,2399,1282,112,101564,20921,20162
64,124,368,2.97,126976,13370,88.231255,17412,15.326655,3957,2629,1328,124,113606,22272,21489
64,127,381,3.00,130048,17422,84.531103,16780,14.898869,3934,2416,1518,127,112626,22648,21866
64,142,424,2.99,145408,31589,72.246286,16944,14.886794,5246,2730,2516,142,113819,27050,26661
64,125,374,2.99,128000,15128,86.597207,16768,14.855766,3822,2387,1435,125,112872,21674,21319
64,126,377,2.99,129024,16061,85.782070,16722,14.803077,3759,2410,1349,126,112963,21744,21614
64,129,387,3.00,132096,18829,83.376447,17052,15.054694,4381,2594,1787,129,113267,23342,22730
64,130,390,3.00,133120,20875,81.402290,16800,14.967259,4548,2601,1947,130,112245,23398,22758
64,131,393,3.00,134144,20569,81.889500,16978,14.948712,4383,2638,1745,131,113575,23704,23055
64,129,384,2.98,131157,18449,83.631153,16895,14.990063,4038,2503,1535,129,112708,22805,22334
64,1,6,6.00,2032,63,96.800406,291,14.779076,26,23,3,1,1969,337,315
64,112,335,2.99,114688,8876,91.611537,17756,16.780705,2713,1695,1018,112,105812,21028,22175
64,124,368,2.97,126976,8813,92.541659,19272,16.309674,2594,1679,915,124,118163,22568,23425
64,127,381,3.00,130048,12921,88.968385,18617,15.894713,3180,1764,1416,127,117127,22917,23983
64,142,424,2.99,145408,26978,77.220299,18810,15.882800,5283,2294,2989,142,118430,27318,28873
64,125,374,2.99,128000,10953,90.642221,18720,15.993575,3014,1915,1099,125,117047,22434,23307
64,126,377,2.99,129024,11462,90.250251,18585,15.808680,2952,1714,1238,126,117562,22149,23534
64,129,387,3.00,132096,14350,87.812749,18751,15.924957,3464,1959,1505,129,117746,23423,24260
64,130,390,3.00,133120,16399,85.950257,18659,15.985984,3954,2157,1797,130,116721,24045,24796
64,131,393,3.00,134144,16519,85.956217,18866,16.039107,3916,2091,1825,131,117625,24104,25061
64,129,384,2.98,131182,14406,87.663561,18513,15.853429,3429,1912,1517,129,116776,22933,23822
64,1,6,6.00,2032,69,96.484972,289,14.722364,28,23,5,1,1963,325,319
64,112,335,2.99,114688,13621,86.522802,16606,16.430685,3928,2603,1325,112,101067,22052,20682
64,124,368,2.97,126976,13479,88.123915,18337,16.156374,3839,2531,1308,124,113497,23233,22863
64,127,381,3.00,130048,17965,83.971700,17658,15.754396,4461,2720,1741,127,112083,23790,23034
64,142,424,2.99,145408,32238,71.513652,17808,15.735619,6483,3276,3207,142,113170,28732,27071
64,125,374,2.99,128000,15643,86.077414,17682,15.737337,3961,2555,1406,125,112357,23390,22077
64,126,377,2.99,129024,16713,85.119000,17683,15.744673,4156,2665,1491,126,112311,23479,22027
64,129,387,3.00,132096,19123,83.072947,17854,15.803776,4595,2700,1895,129,112973,24408,23541
64,130,390,3.00,133120,21057,81.209677,17660,15.758993,4986,2911,2075,130,112063,25108,23710
64,131,393,3.00,134144,20440,82.023500,17924,15.763737,4881,2901,1980,131,113704,25220,24112
64,129,384,2.98,131167,18920,83.144316,17561,15.644962,4475,2698,1777,129,112247,23749,22880
64,1,6,6.00,2032,31,98.450775,303,15.142429,17,11,6,1,2001,319,333
64,112,335,2.99,114688,8990,91.494636,18062,17.088308,2683,1677,1006,112,105698,21528,22510
64,124,368,2.97,126976,9316,92.082271,19602,16.659867,2635,1726,909,124,117660,23274,23570
64,127,381,3.00,130048,13209,88.694700,19025,16.283090,3208,1874,1334,127,116839,23775,24247
64,142,424,2.99,145408,27310,76.875138,19282,16.327118,5127,2379,2748,142,118098,28792,29287
64,125,374,2.99,128000,10845,90.743033,19078,16.284410,2749,1647,1102,125,117155,22834,23629
64,126,377,2.99,129024,12416,89.352360,18918,16.223587,3129,1850,1279,126,116608,23080,23277
64,129,387,3.00,132096,14836,87.347774,19164,16.343169,3509,2059,1450,129,117260,24094,24736
64,130,390,3.00,133120,15658,86.669731,18992,16.168633,3680,2012,1668,130,117462,23924,25211
64,131,393,3.00,134144,16470,86.003705,19099,16.230433,3866,2160,1706,131,117674,24523,25323
64,129,384,2.98,131165,13995,88.055816,19012,16.225996,3197,1871,1326,129,117170,23782,24233
128,1,6,6.00,4080,349,90.645939,558,14.955776,106,65,41,1,3731,694,725
128,57,171,3.00,116736,15598,84.577508,15807,15.629140,4045,2308,1737,57,101138,21501,20719
128,62,186,3.00,126976,14116,87.492469,17333,15.357966,3685,2210,1475,62,112860,22029,21656
128,64,192,3.00,131072,19232,82.804006,16673,14.907904,4245,2390,1855,64,111840,22791,22433
128,63,189,3.00,129024,15756,86.089628,16844,14.870926,3835,2244,1591,63,113268,22230,21716
128,63,189,3.00,129024,14738,87.104282,17003,14.877588,3783,2247,1536,63,114286,21659,21362
128,62,186,3.00,126976,13929,87.678576,16758,14.823923,3636,2227,1409,62,113047,20936,21135
128,62,186,3.00,126976,13888,87.719298,16966,15.002476,3782,2344,1438,62,113088,21408,21091
128,62,186,3.00,126976,13742,87.864069,16962,14.979600,3744,2411,1333,62,113234,21380,20872
128,61,183,3.00,124928,13225,88.160569,16713,14.961997,3563,2210,1353,61,111703,20857,20518
128,63,188,2.98,128468,15706,86.071549,16872,14.962487,3976,2376,1600,63,112762,22090,21773
128,1,6,6.00,4080,281,92.603317,597,15.714662,90,62,28,1,3799,737,778
128,57,171,3.00,116736,11518,89.053204,17665,16.788952,3201,1980,1221,57,105218,21973,22869
128,62,186,3.00,126976,9804,91.632813,19016,16.229133,2965,1993,972,62,117172,22444,23310
128,64,192,3.00,131072,14055,87.988925,18667,15.952383,3417,1930,1487,64,117017,23473,24565
128,63,189,3.00,129024,11562,90.156817,18649,15.876624,3084,1896,1188,63,117462,22571,23269
128,63,189,3.00,129024,10099,91.508093,19045,16.014295,2953,1956,997,63,118925,22591,23209
128,62,186,3.00,126976,9725,91.705828,18629,15.888137,2911,1938,973,62,117251,21907,22664
128,62,186,3.00,126976,9601,91.820234,18676,15.911395,2875,1960,915,62,117375,22056,22750
128,62,186,3.00,126976,8893,92.468857,18909,16.013313,2744,1897,847,62,118083,21797,22747
128,61,183,3.00,124928,8563,92.641258,18546,15.937782,2684,1888,796,61,116365,21532,21914
128,63,188,2.98,128639,12399,89.333276,18475,15.893840,3553,2335,1218,63,116240,22493,23193
128,1,6,6.00,4080,269,92.941485,608,15.953818,77,59,18,1,3811,782,723
128,57,171,3.00,116736,16235,83.845932,16498,16.415757,4217,2492,1725,57,100501,22568,21599
128,62,186,3.00,126976,14427,87.181583,18188,16.160073,3633,2308,1325,62,112549,23376,22323
128,64,192,3.00,131072,19082,82.960979,17698,15.803197,4265,2525,1740,64,111990,24394,23549
128,63,189,3.00,129024,16618,85.216092,17728,15.771400,4085,2522,1563,63,112406,23256,22466
128,63,189,3.00,129024,14934,86.910334,17891,15.681480,3800,2452,1348,63,114090,23129,22095
128,62,186,3.00,126976,14617,86.990806,17789,15.832288,3561,2211,1350,62,112359,22851,21528
128,62,186,3.00,126976,14314,87.294740,17752,15.756866,3747,2499,1248,62,112662,22718,21711
128,62,186,3.00,126976,14339,87.269725,17771,15.777231,3580,2315,1265,62,112637,22655,21554
128,61,183,3.00,124928,12807,88.577519,17605,15.701786,3557,2357,1200,61,112121,21893,21316
128,63,188,2.98,128471,16567,85.195346,17484,15.624106,4133,2565,1568,63,111904,23416,22171
128,1,6,6.00,4080,279,92.659826,628,16.521968,88,59,29,1,3801,786,773
128,57,171,3.00,116736,11491,89.081667,17928,17.034538,3040,1823,1217,57,105245,22184,23039
128,62,186,3.00,126976,10077,91.379738,19462,16.648560,2849,1840,1009,62,116899,22970,23530
128,64,192,3.00,131072,14798,87.273165,18890,16.246108,3475,2032,1443,64,116274,24346,24457
128,63,189,3.00,129024,11595,90.125948,19164,16.319648,2884,1830,1054,63,117429,23358,23964
128,63,189,3.00,129024,10145,91.466113,19339,16.267802,2721,1694,1027,63,118879,22783,23496
128,62,186,3.00,126976,9826,91.612463,19005,16.222791,2651,1723,928,62,117150,22327,22694
128,62,186,3.00,126976,9895,91.548586,19143,16.350219,2777,1772,1005,62,117081,22413,23043
128,62,186,3.00,126976,8498,92.827360,19197,16.203008,2429,1585,844,62,118478,22083,22742
128,61,183,3.00,124928,8474,92.723307,18919,16.245900,2480,1650,830,61,116454,21879,22413
128,63,188,2.98,128409,11490,90.172684,18924,16.185564,3092,1877,1215,63,116919,22746,23608
256,1,6,6.00,8176,739,90.063198,1175,15.799381,248,174,74,1,7437,1539,1427
256,33,99,3.00,135168,36495,63.014198,15437,15.644604,7076,2886,4190,33,98673,28075,26983
256,37,111,3.00,151552,39944,64.210451,17227,15.435273,7389,3147,4242,37,111608,30155,29649
256,37,111,3.00,151552,38205,66.293770,16816,14.835858,7171,3165,4006,37,113347,29160,28512
256,36,108,3.00,147456,35129,68.726130,16727,14.891344,6862,3106,3756,36,112327,27593,27694
256,36,108,3.00,147456,34327,69.656764,16768,14.822017,6802,3061,3741,36,113129,27238,26885
256,38,114,3.00,155648,40790,64.486583,17303,15.064689,7564,3188,4376,38,114858,29807,29514
256,35,105,3.00,143360,33134,69.939942,16543,15.008256,6538,3010,3528,35,110226,27053,26203
256,36,108,3.00,147456,32388,71.853165,17210,14.956374,6426,2984,3442,36,115068,27364,26841
256,37,111,3.00,151552,40164,63.942256,16698,14.990843,7122,2959,4163,37,111388,29280,28560
256,38,113,2.97,154973,42825,61.813853,16763,14.947213,7760,3166,4594,38,112148,29565,29356
256,1,6,6.00,8176,474,93.845754,1299,16.865749,180,128,52,1,7702,1511,1536
256,33,99,3.00,135168,32440,68.421463,17240,16.782182,6267,2562,3705,33,102728,28804,29470
256,37,111,3.00,151552,35781,69.093296,18806,16.244137,6601,2701,3900,37,115771,30556,31831
256,37,111,3.00,151552,32768,72.413793,18993,15.989527,6236,2648,3588,37,118784,29853,30952
256,36,108,3.00,147456,30725,73.678800,18562,15.901517,5842,2576,3266,36,116731,29578,29926
256,36,108,3.00,147456,30199,74.245461,18668,15.920585,5792,2558,3234,36,117257,28414,29617
256,38,114,3.00,155648,36084,69.820347,18967,15.863471,6530,2616,3914,38,119564,30559,31584
256,35,105,3.00,143360,28293,75.411717,18480,16.060208,5492,2427,3065,35,115067,27540,28401
256,36,108,3.00,147456,28661,75.873564,18974,15.972053,5712,2468,3244,36,118795,27954,29139
256,37,111,3.00,151552,35699,69.185951,18412,15.892553,6252,2504,3748,37,115853,29550,30653
256,38,113,2.97,155119,37641,67.959107,18675,15.896593,6613,2506,4107,38,117478,30111,31529
256,1,6,6.00,8176,620,91.794600,1257,16.635786,221,167,54,1,7556,1541,1502
256,33,99,3.00,135168,36536,62.957255,16218,16.442939,6153,2834,3319,33,98632,29060,28394
256,37,111,3.00,151552,40497,63.534285,17858,16.080321,6001,3020,2981,37,111055,31890,30330
256,37,111,3.00,151552,37920,66.629119,17980,15.823008,5757,2932,2825,37,113632,30894,30180
256,36,108,3.00,147456,35961,67.746536,17555,15.745101,5787,2964,2823,36,111495,30129,28388
256,36,108,3.00,147456,34507,69.449043,17743,15.708860,5606,2889,2717,36,112949,29191,27708
256,38,114,3.00,155648,41476,63.672354,17935,15.708755,6314,3105,3209,38,114172,31647,29953
256,35,105,3.00,143360,32759,70.380919,17401,15.733131,5312,2707,2605,35,110601,28471,27305
256,36,108,3.00,147456,32780,71.415117,18039,15.730406,5192,2685,2507,36,114676,28943,27740
256,37,111,3.00,151552,40728,63.249838,17400,15.700570,6241,3146,3095,37,110824,30644,29248
256,38,113,2.97,154227,42337,62.161945,17586,15.717222,6396,3030,3366,38,111890,31378,29789
256,1,6,6.00,8176,371,95.246637,1343,17.206919,143,90,53,1,7805,1485,1611
256,33,99,3.00,135168,31957,69.037215,17541,16.995282,3868,1860,2008,33,103211,29029,30121
256,37,111,3.00,151552,35491,69.420391,19402,16.717071,3605,1839,1766,37,116061,31658,32449
256,37,111,3.00,151552,33680,71.426632,19243,16.325336,3596,1847,1749,37,117872,30875,31138
256,36,108,3.00,147456,31195,73.168130,18887,16.245345,3769,1905,1864,36,116261,29353,30645
256,36,108,3.00,147456,29971,74.489509,19099,16.256543,3397,1662,1735,36,117485,28891,29524
256,38,114,3.00,155648,36666,69.183574,19450,16.347010,4040,2011,2029,38,118982,31406,32368
256,35,105,3.00,143360,27184,76.601019,18852,16.227104,3182,1577,1605,35,116176,27870,29025
256,36,108,3.00,147456,28442,76.101971,19204,16.135917,3315,1703,1612,36,119014,28518,29059
256,37,111,3.00,151552,35926,68.929134,18848,16.300832,3644,1878,1766,37,115626,30502,31515
256,38,113,2.97,154245,38188,67.095479,18818,16.214446,3716,1819,1897,38,116057,31476,31856
512,1,6,6.00,16368,1840,87.334802,2311,15.907214,510,317,193,1,14528,3153,2924
512,13,39,3.00,106496,15532,82.925113,14250,15.665538,3924,2251,1673,13,90964,19856,19300
512,16,48,3.00,131072,18952,83.096682,17195,15.336247,4570,2594,1976,16,112120,23441,22934
512,16,48,3.00,131072,17880,84.203831,16893,14.924200,4566,2692,1874,16,113192,22847,22543
512,17,51,3.00,139264,21271,81.972659,17555,14.878001,4983,2758,2225,17,117993,24323,24236
512,16,48,3.00,131072,18962,83.086255,16722,14.915708,4509,2608,1901,16,112110,22626,22318
512,16,48,3.00,131072,17817,84.268244,16780,14.816123,4386,2488,1898,16,113255,22274,22114
512,16,48,3.00,131072,17296,84.798200,17076,15.008438,4167,2481,1686,16,113776,22384,22392
512,16,48,3.00,131072,16892,85.205815,17001,14.889648,4296,2655,1641,16,114180,22377,21867
512,15,45,3.00,122880,14158,86.977797,16355,15.042954,3695,2292,1403,15,108722,20993,20594
512,16,47,2.94,128120,16847,84.859759,16603,14.920960,4279,2609,1670,16,111273,21799,21694
512,1,6,6.00,16368,1500,89.911219,2512,16.895346,436,286,150,1,14868,3132,3147
512,13,39,3.00,106496,11936,87.377327,15761,16.667724,3064,1689,1375,13,94560,20033,20775
512,16,48,3.00,131072,14435,87.623996,18944,16.241844,3484,1836,1648,16,116637,23714,24834
512,16,48,3.00,131072,13441,88.573590,18801,15.983032,3276,1889,1387,16,117631,23369,24359
512,17,51,3.00,139264,16808,86.274254,19394,15.837525,3594,1943,1651,17,122456,24894,25929
512,16,48,3.00,131072,14945,87.130469,18564,15.985946,3386,1808,1578,16,116127,23476,24229
512,16,48,3.00,131072,13864,88.171456,18573,15.846188,3196,1710,1486,16,117208,23011,23960
512,16,48,3.00,131072,12926,89.059300,18757,15.876119,3021,1691,1330,16,118146,23291,23734
512,16,48,3.00,131072,12545,89.415914,19052,16.073975,2938,1742,1196,16,118527,23100,23833
512,15,45,3.00,122880,10468,90.687827,17893,15.917340,2741,1674,1067,15,112412,21241,21861
512,16,47,2.94,128389,13361,88.384567,18232,15.850054,3243,1894,1349,16,115028,22530,23046
512,1,6,6.00,16368,1950,86.475239,2391,16.583437,572,321,251,1,14418,3115,3057
512,13,39,3.00,106496,16172,82.095567,14834,16.423099,3695,2159,1536,13,90324,20816,19728
512,16,48,3.00,131072,18758,83.298609,18147,16.157380,3777,2387,1390,16,112314,24877,23805
512,16,48,3.00,131072,18081,83.997841,17847,15.795063,3938,2504,1434,16,112991,24285,23356
512,17,51,3.00,139264,22386,80.846695,18408,15.749756,4488,2661,1827,17,116878,26088,24816
512,16,48,3.00,131072,18993,83.053917,17609,15.711239,3701,2321,1380,16,112079,24383,23194
512,16,48,3.00,131072,19082,82.960979,17632,15.744263,3492,2353,1139,16,111990,24064,22878
512,16,48,3.00,131072,17484,84.607529,17849,15.713808,3317,2179,1138,16,113588,23937,22898
512,16,48,3.00,131072,17881,84.202808,17755,15.685876,3837,2448,1389,16,113191,23801,22480
512,15,45,3.00,122880,14317,86.812266,17098,15.749381,3172,2066,1106,15,108563,21938,21086
512,16,47,2.94,127741,17272,84.364844,17319,15.677701,3713,2415,1298,16,110469,23133,22316
512,1,6,6.00,16368,1161,92.365358,2611,17.169724,360,230,130,1,15207,3117,3389
512,13,39,3.00,106496,11828,87.505810,16110,17.017366,2741,1522,1219,13,94668,20376,21278
512,16,48,3.00,131072,14518,87.543971,19339,16.592309,2949,1699,1250,16,116554,24445,24904
512,16,48,3.00,131072,13042,88.950267,19218,16.282301,2779,1698,1081,16,118030,24244,24487
512,17,51,3.00,139264,17885,85.265161,19809,16.319956,3436,1909,1527,17,121379,25887,26211
512,16,48,3.00,131072,14385,87.672149,18958,16.246883,3125,1619,1506,16,116687,23668,24412
512,16,48,3.00,131072,13560,88.460753,19132,16.280890,2644,1534,1110,16,117512,23662,24059
512,16,48,3.00,131072,14197,87.852834,18947,16.211337,2832,1582,1250,16,116875,23443,24031
512,16,48,3.00,131072,11368,90.503241,19472,16.266791,2437,1324,1113,16,119704,23166,24264
512,15,45,3.00,122880,9911,91.226797,18351,16.244279,2298,1372,926,15,112969,21605,22236
512,16,47,2.94,127837,12728,88.942654,18684,16.231572,2652,1632,1020,16,115109,23084,23490
1024,1,6,6.00,32752,3603,87.639370,4604,15.794710,1043,691,352,1,29149,6312,5911
1024,6,18,3.00,98304,16274,80.160917,12819,15.627210,3834,2177,1657,6,82030,18419,17750
1024,8,24,3.00,131072,22159,79.654403,16601,15.242441,4755,2670,2085,8,108913,23987,22834
1024,9,27,3.00,147456,24590,79.986327,18302,14.895903,5367,3093,2274,9,122866,26004,24881
1024,8,24,3.00,131072,23041,78.671863,16045,14.852218,4765,2611,2154,8,108031,23299,22152
1024,8,24,3.00,131072,21803,80.046491,16166,14.794681,4694,2601,2093,8,109269,23384,22114
1024,8,24,3.00,131072,20681,81.265683,16457,14.907918,4543,2562,1981,8,110391,22905,22255
1024,9,27,3.00,147456,25493,79.097759,18355,15.049646,5462,3049,2413,9,121963,26303,25142
1024,8,24,3.00,131072,24075,77.499369,16022,14.974252,5141,2826,2315,8,106997,23580,22299
1024,9,27,3.00,147456,27378,77.199820,18002,14.991922,5572,2947,2625,9,120078,26746,25258
1024,8,23,2.88,124264,23124,77.136642,15094,14.923868,4800,2558,2242,8,101140,22480,21119
1024,1,6,6.00,32752,3102,89.537943,5017,16.920742,952,642,310,1,29650,6335,6441
1024,6,18,3.00,98304,12264,85.746165,14409,16.746862,2876,1523,1353,6,86040,18817,19059
1024,8,24,3.00,131072,17875,84.208945,18314,16.178874,3653,1979,1674,8,113197,24426,24466
1024,9,27,3.00,147456,18980,85.226813,20527,15.977303,3776,2077,1699,9,128476,26897,27374
1024,8,24,3.00,131072,18829,83.224789,17838,15.892305,3527,1950,1577,8,112243,24286,24906
1024,8,24,3.00,131072,17928,84.154706,18202,16.087464,3740,2080,1660,8,113144,24246,24216
1024,8,24,3.00,131072,17219,84.876112,18055,15.858168,3684,2004,1680,8,113853,23861,23898
1024,9,27,3.00,147456,20639,83.725368,20261,15.976565,4148,2260,1888,9,126817,26855,27023
1024,8,24,3.00,131072,18889,83.162333,17985,16.031841,3747,1985,1762,8,112183,24079,23875
1024,9,27,3.00,147456,23446,81.093460,19856,16.011612,4673,2436,2237,9,124010,27102,27013
1024,8,23,2.88,124303,18015,83.050768,16910,15.909604,3661,1851,1810,8,106288,22746,23189
1024,1,6,6.00,32752,3749,87.073751,4762,16.418991,1055,657,398,1,29003,6316,6146
1024,6,18,3.00,98304,15394,81.432879,13573,16.370763,2809,1808,1001,6,82910,18959,18627
1024,8,24,3.00,131072,22276,79.524983,17562,16.142138,3193,2004,1189,8,108796,24598,24471
1024,9,27,3.00,147456,24906,79.676867,19332,15.774786,3592,2381,1211,9,122550,27044,26530
1024,8,24,3.00,131072,23905,77.693693,16930,15.797774,3503,2175,1328,8,107167,24552,23741
1024,8,24,3.00,131072,22145,79.669871,17088,15.687571,3497,2146,1351,8,108927,23918,23673
1024,8,24,3.00,131072,21704,80.155073,17295,15.813583,3166,2061,1105,8,109368,24077,23518
1024,9,27,3.00,147456,26251,78.341653,19133,15.785652,3854,2396,1458,9,121205,27165,26667
1024,8,24,3.00,131072,23526,78.124709,16983,15.791382,3348,2122,1226,8,107546,24119,23895
1024,9,27,3.00,147456,27747,76.821292,18805,15.708927,3882,2398,1484,9,119709,27183,26724
1024,8,23,2.88,122877,22901,77.093502,15752,15.755781,3428,2134,1294,8,99976,22918,22733
1024,1,6,6.00,32752,2402,92.085667,5225,17.215815,658,403,255,1,30350,6271,6736
1024,6,18,3.00,98304,11758,86.414161,14745,17.037183,2221,1307,914,6,86546,18773,19532
1024,8,24,3.00,131072,18475,83.591925,18575,16.496887,2050,1263,787,8,112597,24349,25589
1024,9,27,3.00,147456,19666,84.610689,20878,16.337742,1994,1321,673,9,127790,27044,28204
1024,8,24,3.00,131072,19224,82.812388,18289,16.351656,2141,1355,786,8,111848,24209,25547
1024,8,24,3.00,131072,17692,84.395837,18482,16.300935,1869,1185,684,8,113380,23838,25383
1024,8,24,3.00,131072,17112,84.984205,18478,16.214461,1820,1202,618,8,113960,23692,24864
1024,9,27,3.00,147456,20591,83.769361,20631,16.262168,2065,1343,722,9,126865,26803,28294
1024,8,24,3.00,131072,18824,83.229991,18229,16.239933,2041,1362,679,8,112248,23741,25450
1024,9,27,3.00,147456,22987,81.531948,20238,16.259470,2273,1445,828,9,124469,26834,28870
1024,8,23,2.88,123091,19293,81.412937,16814,16.198771,2286,1407,879,8,103798,22608,23711
